"state","importance","paper_title","venue","project_link_or_github_link","paper_link","sort","pdf_path"
"checked","S","Being-M0: Scaling Motion Generation Models with Million-Level Human Motions","ICML 2025","https://beingbeyond.github.io/Being-M0/","https://arxiv.org/pdf/2410.03311.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/ICML_2025/2025_Being_M0_Scaling_Motion_Generation_Models_with_Million_Level_Human_Motions.pdf"
"checked","S","MotionLab: Unified Human Motion Generation and Editing via the Motion-Condition-Motion Paradigm","ICCV 2025","https://diouo.github.io/motionlab.github.io/","https://arxiv.org/pdf/2502.02358.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/ICCV_2025/2025_MotionLab_Unified_Human_Motion_Generation_and_Editing_via_the_Motion_Condition_Motion_Paradigm.pdf"
"checked","S","ScaMo: Exploring the Scaling Law in Autoregressive Motion Generation Model","CVPR 2025","https://shunlinlu.github.io/ScaMo/","https://arxiv.org/pdf/2412.14559.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/CVPR_2025/2025_ScaMo_Exploring_the_Scaling_Law_in_Autoregressive_Motion_Generation_Model.pdf"
"checked","S","SOLAMI: Social Vision-Language-Action Modeling for Immersive Interaction with 3D Autonomous Characters","CVPR 2025","https://solami-ai.github.io/","https://arxiv.org/pdf/2412.00174.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/CVPR_2025/2025_SOLAMI_Social_Vision_Language_Action_Modeling_for_Immersive_Interaction_with_3D_Autonomous_Characters.pdf"
"checked","S","Motion-Agent: A Conversational Framework for Human Motion Generation with LLMs","ICLR 2025","https://knoxzhao.github.io/Motion-Agent/","https://arxiv.org/pdf/2405.17013.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/ICLR_2025/2025_Motion_Agent_A_Conversational_Framework_for_Human_Motion_Generation_with_LLMs.pdf"
"checked","S","CLoSD: Closing the Loop between Simulation and Diffusion for Multi-Task Character Control","ICLR 2025","https://guytevet.github.io/CLoSD-page/","https://arxiv.org/pdf/2410.03441.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Human_Scene_Interaction/ICLR_2025/2025_CLoSD_Closing_the_Loop_between_Simulation_and_Diffusion_for_multi_task_character_control.pdf"
"checked","S","Language-Motion Pretraining for Motion Generation,Retrieval,and Captioning","ICLR 2025","https://aigc3d.github.io/LaMP/","https://arxiv.org/pdf/2410.07093.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/ICLR_2025/2025_Language_Motion_Pretraining_for_Motion_Generation_Retrieval_and_Captioning.pdf"
"checked","S","MotionGPT: Human Motion as Foreign Language","NeurIPS 2023","https://motion-gpt.github.io/","https://arxiv.org/pdf/2306.10900.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/NeurIPS_2023/2023_MotionGPT_Human_Motion_as_Foreign_Language.pdf"
"checked","S","T2M-GPT: Generating Human Motion from Textual Descriptions with Discrete Representations","CVPR 2023","https://mael-zys.github.io/T2M-GPT/","https://openaccess.thecvf.com/content/CVPR2023/papers/Zhang_Generating_Human_Motion_From_Textual_Descriptions_With_Discrete_Representations_CVPR_2023_paper.pdf","Motion_Generation_Text_Speech_Music_Driven","paperPDFs/Motion_Generation_Text_Speech_Music_Driven/CVPR_2023/2023_T2M_GPT_Generating_Human_Motion_from_Textual_Descriptions_with_Discrete_Representations.pdf"
"Downloaded","S","HHOI: Learning to Generate Human-Human-Object Interactions from Textual Descriptions","NeurIPS 2025","https://tlb-miss.github.io/hhoi/","https://arxiv.org/pdf/2409.08706.pdf","Human_Object_Interaction","paperPDFs/Human_Object_Interaction/NeurIPS_2025/2025_HHOI_Learning_to_Generate_Human_Human_Object_Interactions_from_Textual_Descriptions.pdf"
"checked","S","SyncDiff: Synchronized Motion Diffusion for Multi-Body Human-Object Interaction Synthesis","ICCV 2025","https://syncdiff.github.io/","https://arxiv.org/pdf/2412.20104.pdf","Human_Object_Interaction","paperPDFs/Human_Object_Interaction/ICCV_2025/2025_SyncDiff_Synchronized_Motion_Diffusion_for_Multi_Body_Human_Object_Interaction_Synthesis.pdf"
"checked","S","InterMimic: Towards Universal Whole-Body Control for Physics-Based Human-Object Interactions","CVPR 2025","https://sirui-xu.github.io/InterMimic/","https://openaccess.thecvf.com/content/CVPR2025/papers/Xu_InterMimic_Towards_Universal_Whole-Body_Control_for_Physics-Based_Human-Object_Interactions_CVPR_2025_paper.pdf","Human_Object_Interaction","paperPDFs/Human_Object_Interaction/CVPR_2025/2025_InterMimic_Towards_Universal_Whole_Body_Control_for_Physics_Based_Human_Object_Interactions.pdf"
"checked","S","InterDiff: Generating 3D Human-Object Interactions with Physics-Informed Diffusion","ICCV 2023","https://sirui-xu.github.io/InterDiff/","https://openaccess.thecvf.com/content/ICCV2023/papers/Xu_InterDiff_Generating_3D_Human-Object_Interactions_with_Physics-Informed_Diffusion_ICCV_2023_paper.pdf","Human_Object_Interaction","paperPDFs/Human_Object_Interaction/ICCV_2023/2023_InterDiff_Generating_3D_Human_Object_Interactions_with_Physics_Informed_Diffusion.pdf"
"checked","S","InterMask: 3D Human Interaction Generation via Collaborative Masked Modelling","ICLR 2025","https://gohar-malik.github.io/intermask","https://arxiv.org/pdf/2410.10010.pdf","Human_Human_Interaction","paperPDFs/Human_Human_Interaction/ICLR_2025/2025_InterMask_3D_Human_Interaction_Generation_via_Collaborative_Masked_Modelling.pdf"
"checked","S","TokenHSI: Unified Synthesis of Physical Human-Scene Interactions through Task Tokenization","CVPR 2025","https://liangpan99.github.io/TokenHSI/","https://arxiv.org/pdf/2503.19901.pdf","Human_Scene_Interaction","paperPDFs/Human_Scene_Interaction/CVPR_2025/2025_TokenHSI_Unified_Synthesis_of_Physical_Human_Scene_Interactions_through_Task_Tokenization.pdf"
